"scheme_id","scheme_name","category","level","state_ut","question","answer"
"SC-CEN-002","Pre-Matric Scholarship for Scheduled Caste Students studying in Classes IX and X","SC","Central","All India (all States/UTs)","What are the latest changes in Pre-Matric Scholarship for Scheduled Caste Students studying in Classes IX and X?","Rate revision 2019 (day scholar Rs 225, hosteller Rs 525); income ceiling Rs 2.5 lakh; States advised to pay in one or two instalments per year (Last verified: 2026-09-23, confidence: High.)"
"SC-CEN-003","Pre-Matric Scholarship for Children of those engaged in occupations involving cleaning and prone to health hazards","SC","Central","All India","What is Pre-Matric Scholarship for Children of those engaged in occupations involving cleaning and prone to health hazards (Pre-Matric (Unclean Occupations))?","Pre-Matric Scholarship for Children of those engaged in occupations involving cleaning and prone to health hazards is a SC scheme of Ministry of Social Justice and Empowerment, implemented at the central level in All India. Type: Centrally Sponsored Scheme. Launched: Long-running scheme; revised guidelines from 2012-13 and revised rates 2019-20. Status: Active. It aims to help Children of persons engaged in unclean/health-hazardous occupations notified under the Prohibition of Employment as Manual Scavengers and their Rehabilitation Act, 2013 (tanners, flayers, waste pickers, sewer and septic tank cleaners, etc.) - open to all castes/religions. Benefit: Monthly scholarship for Classes I-X plus ad-hoc grant for books, uniforms and stationery to enable children of sanitation workers to complete school"
"SC-CEN-003","Pre-Matric Scholarship for Children of those engaged in occupations involving cleaning and prone to health hazards","SC","Central","All India","Who is eligible for Pre-Matric Scholarship for Children of those engaged in occupations involving cleaning and prone to health hazards?","Target group: Children of persons engaged in unclean/health-hazardous occupations notified under the Prohibition of Employment as Manual Scavengers and their Rehabilitation Act, 2013 (tanners, flayers, waste pickers, sewer and septic tank cleaners, etc.) - open to all castes/religions. Beneficiary type: Student. Age: Students of Classes I to X. Income limit: No income limit (occupation-based eligibility). Other conditions: Parent/guardian must be engaged in a notified unclean occupation as per the 2013 Act; child studying in Class I to X in a recognised school; application with occupation certificate Not eligible: Not applicable to children whose parents are not in the notified occupations; cannot draw two scholarships of the same nature"
"SC-CEN-003","Pre-Matric Scholarship for Children of those engaged in occupations involving cleaning and prone to health hazards","SC","Central","All India","What benefits/amount does Pre-Matric Scholarship for Children of those engaged in occupations involving cleaning and prone to health hazards give?","Monthly scholarship for Classes I-X plus ad-hoc grant for books, uniforms and stationery to enable children of sanitation workers to complete school Headline value: Approximately Rs 110-700 per month depending on class and day-scholar/hosteller status, plus an ad-hoc annual grant (about Rs 750-1,250) for books and stationery; amounts revised periodically - confirm current rates on NSP Funding pattern: Centrally Sponsored - 60:40 (90:10 NE and Himalayan States)."
"SC-CEN-003","Pre-Matric Scholarship for Children of those engaged in occupations involving cleaning and prone to health hazards","SC","Central","All India","How do I apply for Pre-Matric Scholarship for Children of those engaged in occupations involving cleaning and prone to health hazards?","Application mode: Online through National Scholarship Portal. Portal: scholarships.gov.in. Documents needed: Occupation certificate of parent/guardian (from local body); Aadhaar; bank account; admission proof; school certificate; photo. Helpline: NSP helpline 0120-6619540."
"SC-CEN-003","Pre-Matric Scholarship for Children of those engaged in occupations involving cleaning and prone to health hazards","SC","Central","All India","What are the latest changes in Pre-Matric Scholarship for Children of those engaged in occupations involving cleaning and prone to health hazards?","Occupations list aligned with the Prohibition of Employment as Manual Scavengers Act 2013; NAMASTE (2022) now also supports such families (Last verified: 2026-09-23, confidence: Medium.)"
"SC-CEN-004","Central Sector Scheme of Top Class Education for Scheduled Caste Students","SC","Central","All India","What is Central Sector Scheme of Top Class Education for Scheduled Caste Students (TCES-SC)?","Central Sector Scheme of Top Class Education for Scheduled Caste Students is a SC scheme of Ministry of Social Justice and Empowerment, implemented at the central level in All India. Type: Central Sector Scheme (100% central funding). Launched: 2007-08 (revised guidelines 2021 and after). Status: Active. It aims to help Meritorious SC students admitted to premier Indian institutes (IITs, IIMs, NITs, AIIMS, NLUs, IISERs and other institutions identified by the Ministry). Benefit: Full tuition and non-refundable fees, living expenses for the entire course duration, plus annual book grant and one-time computer purchase assistance"
"SC-CEN-004","Central Sector Scheme of Top Class Education for Scheduled Caste Students","SC","Central","All India","Who is eligible for Central Sector Scheme of Top Class Education for Scheduled Caste Students?","Target group: Meritorious SC students admitted to premier Indian institutes (IITs, IIMs, NITs, AIIMS, NLUs, IISERs and other institutions identified by the Ministry). Beneficiary type: Student. Age: Not specified in the scheme guidelines. Income limit: Family annual income up to Rs 8,00,000 (earlier Rs 6,00,000). Other conditions: SC student who secured admission to a notified premier institute for a full-time prescribed degree/diploma course; must not have availed any other scholarship for the same purpose Not eligible: Only notified institutes and courses are covered; benefits are not available for correspondence/distance courses"
"SC-CEN-004","Central Sector Scheme of Top Class Education for Scheduled Caste Students","SC","Central","All India","What benefits/amount does Central Sector Scheme of Top Class Education for Scheduled Caste Students give?","Full tuition and non-refundable fees, living expenses for the entire course duration, plus annual book grant and one-time computer purchase assistance Headline value: Full tuition/non-refundable fees; living allowance about Rs 2,220 per month for hostellers (about Rs 1,110 per month for day scholars); book/stationery grant about Rs 3,000 per year; one-time computer purchase assistance about Rs 45,000 - confirm current rates with the Ministry/institute Funding pattern: 100% Central (Central Sector Scheme)."
"SC-CEN-004","Central Sector Scheme of Top Class Education for Scheduled Caste Students","SC","Central","All India","How do I apply for Central Sector Scheme of Top Class Education for Scheduled Caste Students?","Application mode: Online application to the Ministry's portal/institute nodal officer after admission; institute certification. Portal: scholarships.gov.in (NSP) / Ministry of Social Justice & Empowerment Top Class Education portal. Documents needed: Caste certificate; income certificate; admission letter of premier institute; fee receipt; Aadhaar and bank details; Class 12 marksheet; institute endorsement. Helpline: Ministry of Social Justice & Empowerment, New Delhi."
"SC-CEN-004","Central Sector Scheme of Top Class Education for Scheduled Caste Students","SC","Central","All India","What are the latest changes in Central Sector Scheme of Top Class Education for Scheduled Caste Students?","Income ceiling raised to Rs 8 lakh; institute list expanded; payments routed through the institute to avoid delays (Last verified: 2026-09-23, confidence: Medium.)"
"SC-CEN-005","National Overseas Scholarship for Scheduled Castes, DNTs and landless agricultural labourers/traditional artisans","SC","Central","All India","What is National Overseas Scholarship for Scheduled Castes, DNTs and landless agricultural labourers/traditional artisans (NOS-SC)?","National Overseas Scholarship for Scheduled Castes, DNTs and landless agricultural labourers/traditional artisans is a SC scheme of Ministry of Social Justice and Empowerment, implemented at the central level in All India. Type: Central Sector Scheme. Launched: 1954 as overseas scholarship for SC (present design from 2000s; guidelines revised 2019 and later). Status: Active. It aims to help SC and DNT students and students from families of landless agricultural labourers and traditional artisans. Benefit: Full tuition fees, annual maintenance allowance, airfare, visa fees, medical insurance and contingency grant for study abroad"
"SC-CEN-005","National Overseas Scholarship for Scheduled Castes, DNTs and landless agricultural labourers/traditional artisans","SC","Central","All India","Who is eligible for National Overseas Scholarship for Scheduled Castes, DNTs and landless agricultural labourers/traditional artisans?","Target group: SC and DNT students and students from families of landless agricultural labourers and traditional artisans. Beneficiary type: Student. Age: Below 35 years (and below 40 years for PhD). Income limit: Family annual income up to Rs 8,00,000. Other conditions: At least 60% marks in the qualifying degree; admission to a Master's/PhD/post-doctoral course in a university abroad (QS top-500 universities prioritised); must give an undertaking to return to India after course completion Not eligible: Only one child per family can get the award; the award is not for undergraduate courses; scholars must return to India within 30 days of completing the course"
"SC-CEN-005","National Overseas Scholarship for Scheduled Castes, DNTs and landless agricultural labourers/traditional artisans","SC","Central","All India","What benefits/amount does National Overseas Scholarship for Scheduled Castes, DNTs and landless agricultural labourers/traditional artisans give?","Full tuition fees, annual maintenance allowance, airfare, visa fees, medical insurance and contingency grant for study abroad Headline value: 125 awards per year (115 SC, 6 DNT, 4 landless agricultural labourers/traditional artisans); 30% of slots reserved for women; maintenance allowance USD 15,400 per year (GBP 9,900 per year for UK) plus full tuition and other grants - confirm current currency rates and ceilings Funding pattern: 100% Central (Central Sector Scheme)."
"SC-CEN-005","National Overseas Scholarship for Scheduled Castes, DNTs and landless agricultural labourers/traditional artisans","SC","Central","All India","How do I apply for National Overseas Scholarship for Scheduled Castes, DNTs and landless agricultural labourers/traditional artisans?","Application mode: Online application on the dedicated NOS portal. Portal: nosmsje.gov.in. Documents needed: Caste certificate; income certificate from Revenue Officer (not below Tehsildar); degree marksheets; unconditional admission offer letter; valid language-test score; passport; bank details. Helpline: Overseas Scholarship Cell, Ministry of Social Justice & Empowerment, New Delhi."
"SC-CEN-005","National Overseas Scholarship for Scheduled Castes, DNTs and landless agricultural labourers/traditional artisans","SC","Central","All India","What are the latest changes in National Overseas Scholarship for Scheduled Castes, DNTs and landless agricultural labourers/traditional artisans?","Selection cycle opened for 2025-26 with 125 slots; provisional selection lists published on the portal; majority of awards now to STEM and professional courses (Last verified: 2026-09-23, confidence: High.)"
"SC-CEN-006","National Fellowship for Scheduled Caste Students","SC","Central","All India","What is National Fellowship for Scheduled Caste Students (NFSC)?","National Fellowship for Scheduled Caste Students is a SC scheme of Ministry of Social Justice and Empowerment (with UGC as implementing agency), implemented at the central level in All India. Type: Central Sector Scheme. Launched: 2005-06 as Rajiv Gandhi National Fellowship; renamed and revamped in 2012-13 and again 2019-20. Status: Active. It aims to help SC students pursuing MPhil/PhD in Indian universities and institutions. Benefit: Monthly fellowship for MPhil (limited period) and PhD (full duration), plus HRA/hostel allowance and contingency/annual grant for research expenses; DBT-based"
"SC-CEN-006","National Fellowship for Scheduled Caste Students","SC","Central","All India","Who is eligible for National Fellowship for Scheduled Caste Students?","Target group: SC students pursuing MPhil/PhD in Indian universities and institutions. Beneficiary type: Student. Age: As per UGC norms for MPhil/PhD admission. Income limit: No income limit, but the candidate should not be employed/ receiving other fellowship during the course. Other conditions: SC candidates who have registered for MPhil/PhD in a UGC-recognised university/institution; selection on the basis of merit in the qualifying Post-Graduate degree Not eligible: Candidates already receiving another fellowship or salary are not eligible for the same period; fellowship lapses on failure to submit progress reports"
"SC-CEN-006","National Fellowship for Scheduled Caste Students","SC","Central","All India","What benefits/amount does National Fellowship for Scheduled Caste Students give?","Monthly fellowship for MPhil (limited period) and PhD (full duration), plus HRA/hostel allowance and contingency/annual grant for research expenses; DBT-based Headline value: Fellowship as per UGC rates (about Rs 37,000 per month in the initial two years as JRF and about Rs 42,000 per month thereafter for PhD) plus HRA and contingency grant of about Rs 12,000-25,000 per year; about 2,000 fellowships offered per year for SC students Funding pattern: 100% Central."
"SC-CEN-006","National Fellowship for Scheduled Caste Students","SC","Central","All India","How do I apply for National Fellowship for Scheduled Caste Students?","Application mode: Online through the National Fellowship portal (UGC/Social Justice & Empowerment). Portal: nfsc.gov.in / scholarships.gov.in / UGC portal. Documents needed: Caste certificate; PG degree marksheet; PhD/MPhil registration proof; bank details; undertaking; guide/university endorsement. Helpline: UGC helpdesk; Ministry of Social Justice & Empowerment fellowship desk."
"SC-CEN-006","National Fellowship for Scheduled Caste Students","SC","Central","All India","What happened to National Fellowship for Scheduled Caste Students - is it still running?","Status: Active. Earlier scheme(s): Rajiv Gandhi National Fellowship for SC Students (2005-06). Now replaced/continued by: Not specified. Active period: Continuous. Fellowship rates revised in line with UGC revision; slots increased to about 2,000 per year; digital onboarding through DBT"
"SC-CEN-006","National Fellowship for Scheduled Caste Students","SC","Central","All India","What are the latest changes in National Fellowship for Scheduled Caste Students?","Fellowship rates revised in line with UGC revision; slots increased to about 2,000 per year; digital onboarding through DBT (Last verified: 2026-09-23, confidence: Medium.)"
"SC-CEN-007","Scheme for Residential Education for Students in High Schools in Targeted Areas","SC","Central","All India","What is Scheme for Residential Education for Students in High Schools in Targeted Areas (SHRESHTA)?","Scheme for Residential Education for Students in High Schools in Targeted Areas is a SC scheme of Ministry of Social Justice and Empowerment, implemented at the central level in All India. Type: Central Sector Scheme (formerly grant-in-aid scheme). Launched: 2021-22 (renamed from the scheme of grant-in-aid to voluntary organisations working for SCs, which dates back to the 1950s-60s). Status: Active. It aims to help SC students in Class 9 and Class 11 in service-deficient SC-dominant areas and aspirational districts. Benefit: Free high-quality residential education - full tuition, boarding and lodging, books, uniforms and other expenses in top CBSE residential schools, for the entire school course"
"SC-CEN-007","Scheme for Residential Education for Students in High Schools in Targeted Areas","SC","Central","All India","Who is eligible for Scheme for Residential Education for Students in High Schools in Targeted Areas?","Target group: SC students in Class 9 and Class 11 in service-deficient SC-dominant areas and aspirational districts. Beneficiary type: Student. Age: Age appropriate for Class 9 / Class 11 admission. Income limit: Annual family income limit as prescribed in SHRESHTA guidelines (generally up to Rs 2.5 lakh per annum - confirm current norms). Other conditions: SC student studying in government/government-aided school; selection through the SHRESHTA Selection Test conducted by NTA (Mode-1); merit-based admission to top residential high schools Not eligible: Available only for Class 9 and Class 11 entry points; students must stay in the residential school and maintain academic progress"
"SC-CEN-007","Scheme for Residential Education for Students in High Schools in Targeted Areas","SC","Central","All India","What benefits/amount does Scheme for Residential Education for Students in High Schools in Targeted Areas give?","Free high-quality residential education - full tuition, boarding and lodging, books, uniforms and other expenses in top CBSE residential schools, for the entire school course Headline value: Full cost of education including tuition, food, lodging and books; about 2,200 SC students selected per year in Mode-1 across States/UTs Funding pattern: 100% Central."
"SC-CEN-007","Scheme for Residential Education for Students in High Schools in Targeted Areas","SC","Central","All India","How do I apply for Scheme for Residential Education for Students in High Schools in Targeted Areas?","Application mode: Online registration for the SHRESHTA Selection Test (NTA), then Merit-based counselling for school allotment. Portal: shreshta.nta.ac.in / socialjustice.gov.in. Documents needed: Caste certificate; income certificate; Class 8/Class 10 marksheet and school certificate; Aadhaar; bank details; photograph; school/government verification. Helpline: NTA SHRESHTA helpdesk; Ministry of Social Justice & Empowerment."
"SC-CEN-007","Scheme for Residential Education for Students in High Schools in Targeted Areas","SC","Central","All India","What happened to Scheme for Residential Education for Students in High Schools in Targeted Areas - is it still running?","Status: Active. Earlier scheme(s): Scheme of Grant-in-Aid to Voluntary Organisations working for Scheduled Castes. Now replaced/continued by: Not specified. Active period: 2021-22 onwards (extended in 15th Finance Commission period). Selection test conducted yearly by NTA; Mode-2 (NGO-run schools) funded through the e-Anudaan portal; seats and participating schools expanded since 2023"
"SC-CEN-007","Scheme for Residential Education for Students in High Schools in Targeted Areas","SC","Central","All India","What are the latest changes in Scheme for Residential Education for Students in High Schools in Targeted Areas?","Selection test conducted yearly by NTA; Mode-2 (NGO-run schools) funded through the e-Anudaan portal; seats and participating schools expanded since 2023 (Last verified: 2026-09-23, confidence: High.)"
"SC-CEN-008","Free Coaching Scheme for Scheduled Caste and Other Backward Class Students","SC","Central","All India","What is Free Coaching Scheme for Scheduled Caste and Other Backward Class Students (Free Coaching SC/OBC)?","Free Coaching Scheme for Scheduled Caste and Other Backward Class Students is a SC scheme of Ministry of Social Justice and Empowerment, implemented at the central level in All India. Type: Central Sector Scheme. Launched: 2009-10 (guidelines revised 2016 and 2021). Status: Active. It aims to help Economically disadvantaged SC and OBC students preparing for competitive examinations and professional courses. Benefit: Free coaching (up to 12 months) by empanelled institutes, free study material, and a monthly stipend for out-of-pocket expenses for SC/OBC students attending coaching"
"SC-CEN-008","Free Coaching Scheme for Scheduled Caste and Other Backward Class Students","SC","Central","All India","Who is eligible for Free Coaching Scheme for Scheduled Caste and Other Backward Class Students?","Target group: Economically disadvantaged SC and OBC students preparing for competitive examinations and professional courses. Beneficiary type: Student. Age: Not specified in the scheme guidelines. Income limit: Family annual income up to Rs 8,00,000 for SC/OBC applicants (verify latest ceiling). Other conditions: SC/OBC candidate whose family income is within the limit; should be preparing for exams such as civil services, SSC, banking, railways, State PSC, CLAT, JEE, NEET etc.; coaching through empanelled institutes for a maximum of one course/attempt slot Not eligible: Only a limited number of slots per family/beneficiary; students already getting similar coaching under another government scheme may not be eligible to repeat"
"SC-CEN-008","Free Coaching Scheme for Scheduled Caste and Other Backward Class Students","SC","Central","All India","What benefits/amount does Free Coaching Scheme for Scheduled Caste and Other Backward Class Students give?","Free coaching (up to 12 months) by empanelled institutes, free study material, and a monthly stipend for out-of-pocket expenses for SC/OBC students attending coaching Headline value: 100% cost of coaching paid to the institute (normally up to Rs 40,000-60,000 per course) plus monthly stipend of about Rs 3,000 for outstation candidates; about 3,000+ SC/OBC students per year Funding pattern: 100% Central."
"SC-CEN-008","Free Coaching Scheme for Scheduled Caste and Other Backward Class Students","SC","Central","All India","How do I apply for Free Coaching Scheme for Scheduled Caste and Other Backward Class Students?","Application mode: Online application on the Ministry/NSP portal, allotment to empanelled institute. Portal: scholarships.gov.in / socialjustice.gov.in (e-Anudaan). Documents needed: Caste certificate; income certificate; educational qualification proof; Aadhaar; bank account of student; admission/test details of target examination. Helpline: Ministry of Social Justice & Empowerment coaching cell."
"SC-CEN-008","Free Coaching Scheme for Scheduled Caste and Other Backward Class Students","SC","Central","All India","What are the latest changes in Free Coaching Scheme for Scheduled Caste and Other Backward Class Students?","Income ceiling raised to Rs 8 lakh; list of covered examinations expanded; allocations increased in the last three Union Budgets (Last verified: 2026-09-23, confidence: Medium.)"
"SC-CEN-009","Pradhan Mantri Anusuchit Jaati Abhyuday Yojana","SC","Central","All India (villages and institutions)","What is Pradhan Mantri Anusuchit Jaati Abhyuday Yojana (PM-AJAY)?","Pradhan Mantri Anusuchit Jaati Abhyuday Yojana is a SC scheme of Ministry of Social Justice and Empowerment, implemented at the central level in All India (villages and institutions). Type: Centrally Sponsored Scheme (100% central assistance to States/UTs). Launched: FY 2021-22 (merged three older schemes). Status: Active. It aims to help SC families living below the poverty line; SC-majority villages; SC students needing hostels in top institutions. Benefit: Integrated development of SC-dominant villages (drinking water, sanitation, education, health, roads, livelihood); grants for livelihood and skill projects for BPL SC families; financial support of up to Rs 50,000 or 50% of asset cost (whichever is less) per beneficiary for livelihood assets; hostel construction in top institutions"
"SC-CEN-009","Pradhan Mantri Anusuchit Jaati Abhyuday Yojana","SC","Central","All India (villages and institutions)","Who is eligible for Pradhan Mantri Anusuchit Jaati Abhyuday Yojana?","Target group: SC families living below the poverty line; SC-majority villages; SC students needing hostels in top institutions. Beneficiary type: Family; Village; Institution. Age: Not specified in the scheme guidelines. Income limit: Income Generating and Skill Development components - SC families below the poverty line; infrastructure component - SC-majority villages. Other conditions: Three components: (1) Adarsh Gram - villages with more than 40% SC population and total population of 500 or more; (2) Grants-in-aid for district/State-level projects including infrastructure in villages with 50% or more SC population and Comprehensive Livelihood Projects; (3) Construction/repair of hostels in institutions funded by Central/State/UT Governments and ranked under NIRF Not eligible: Villages and beneficiaries must be selected through the State/District Annual Action Plan on the PM-AJAY portal; projects outside the approved plan are not eligible"
"SC-CEN-009","Pradhan Mantri Anusuchit Jaati Abhyuday Yojana","SC","Central","All India (villages and institutions)","What benefits/amount does Pradhan Mantri Anusuchit Jaati Abhyuday Yojana give?","Integrated development of SC-dominant villages (drinking water, sanitation, education, health, roads, livelihood); grants for livelihood and skill projects for BPL SC families; financial support of up to Rs 50,000 or 50% of asset cost (whichever is less) per beneficiary for livelihood assets; hostel construction in top institutions Headline value: Adarsh Gram component: gap-filling grants per village. Livelihood component: asset grant up to Rs 50,000 or 50% of cost per beneficiary household. Fund shares: up to 50% for Adarsh Gram, up to 2% for hostels, up to 5% for administration/monitoring. At least 15% of grants are to be used for income-generating schemes for SC women, at least 10% for skill development and up to 30% for infrastructure Funding pattern: 100% central assistance (Centrally Sponsored Scheme; States meet implementation establishment costs)."
"SC-CEN-009","Pradhan Mantri Anusuchit Jaati Abhyuday Yojana","SC","Central","All India (villages and institutions)","How do I apply for Pradhan Mantri Anusuchit Jaati Abhyuday Yojana?","Application mode: Through States/Districts (Annual Action Plans uploaded on the PM-AJAY portal); beneficiaries identified by State/District administration and Panchayati Raj institutions. Portal: https://pmajay.dosje.gov.in. Documents needed: For beneficiaries: caste certificate, BPL/income proof, Aadhaar, bank account, project proposal. For institutions: DPR, NIRF ranking certificate, proof of government funding. Helpline: PM-AJAY Programme Implementation Unit, Ministry of Social Justice & Empowerment; State SC Development Corporations."
"SC-CEN-009","Pradhan Mantri Anusuchit Jaati Abhyuday Yojana","SC","Central","All India (villages and institutions)","What happened to Pradhan Mantri Anusuchit Jaati Abhyuday Yojana - is it still running?","Status: Active. Earlier scheme(s): Special Central Assistance to Scheduled Caste Sub Plan (SCA to SCSP); Pradhan Mantri Adarsh Gram Yojana (PMAGY); Babu Jagjivan Ram Chhatrawas Yojana (BJRCY). Now replaced/continued by: Not specified. Active period: 2021-22 to 2025-26 (extended with the 15th Finance Commission period; continuing). Village eligibility widened from 50% to more than 40% SC population in the revised guidelines; 6,087 villages declared Adarsh Gram; hostel component restricted to top-ranked government-funded institutions"
"SC-CEN-009","Pradhan Mantri Anusuchit Jaati Abhyuday Yojana","SC","Central","All India (villages and institutions)","What are the latest changes in Pradhan Mantri Anusuchit Jaati Abhyuday Yojana?","Village eligibility widened from 50% to more than 40% SC population in the revised guidelines; 6,087 villages declared Adarsh Gram; hostel component restricted to top-ranked government-funded institutions (Last verified: 2026-09-23, confidence: High.)"
